Composition,Eg,class,avg_Atomic number,avg_Atomic weight,avg_Period number,avg_Group number,avg_Family number,avg_L quantum number,avg_Mendeleev number,avg_Atomic radius (?),avg_Covalent radius (?),avg_Zunger radius (?),avg_Ionic radius (?),avg_Crystal radius (?),avg_Pauling EN,avg_Martynov-Batsanov EN,avg_Gordy EN,avg_Mulliken EN,avg_Allen EN,avg_Metallic valence,avg_Number of valence electrons,avg_Number of s electrons,avg_Number of p electrons,avg_Number of d electrons,avg_Number of outer shell electrons,avg_First ionization energy (kJ/mol),avg_Polarizability,avg_Melting point (K),avg_Boiling point (K),avg_Density (g/mL),avg_Specific heat (J/g?K),avg_Heat of fusion (kJ/mol),avg_Heat of vaporization (kJ/mol),avg_Thermal conductivity (W/m?K),avg_Heat atomization (kJ/mol),avg_Cohesive energy (eV),diff_Atomic number,diff_Atomic weight,diff_Period number,diff_Group number,diff_Family number,diff_L quantum number,diff_Mendeleev number,diff_Atomic radius (?),diff_Covalent radius (?),diff_Zunger radius (?),diff_Ionic radius (?),diff_Crystal radius (?),diff_Pauling EN,diff_Martynov-Batsanov EN,diff_Gordy EN,diff_Mulliken EN,diff_Allen EN,diff_Metallic valence,diff_Number of valence electrons,diff_Number of s electrons,diff_Number of p electrons,diff_Number of d electrons,diff_Number of outer shell electrons,diff_First ionization energy (kJ/mol),diff_Polarizability,diff_Melting point (K),diff_Boiling point (K),diff_Density (g/mL),diff_Specific heat (J/g?K),diff_Heat of fusion (kJ/mol),diff_Heat of vaporization (kJ/mol),diff_Thermal conductivity (W/m?K),diff_Heat atomization (kJ/mol),diff_Cohesive energy (eV),max_Atomic number,max_Atomic weight,max_Period number,max_Group number,max_Family number,max_L quantum number,max_Mendeleev number,max_Atomic radius (?),max_Covalent radius (?),max_Zunger radius (?),max_Ionic radius (?),max_Crystal radius (?),max_Pauling EN,max_Martynov-Batsanov EN,max_Gordy EN,max_Mulliken EN,max_Allen EN,max_Metallic valence,max_Number of valence electrons,max_Number of s electrons,max_Number of p electrons,max_Number of d electrons,max_Number of outer shell electrons,max_First ionization energy (kJ/mol),max_Polarizability,max_Melting point (K),max_Boiling point (K),max_Density (g/mL),max_Specific heat (J/g?K),max_Heat of fusion (kJ/mol),max_Heat of vaporization (kJ/mol),max_Thermal conductivity (W/m?K),max_Heat atomization (kJ/mol),max_Cohesive energy (eV),min_Atomic number,min_Atomic weight,min_Period number,min_Group number,min_Family number,min_L quantum number,min_Mendeleev number,min_Atomic radius (?),min_Covalent radius (?),min_Zunger radius (?),min_Ionic radius (?),min_Crystal radius (?),min_Pauling EN,min_Martynov-Batsanov EN,min_Gordy EN,min_Mulliken EN,min_Allen EN,min_Metallic valence,min_Number of valence electrons,min_Number of s electrons,min_Number of p electrons,min_Number of d electrons,min_Number of outer shell electrons,min_First ionization energy (kJ/mol),min_Polarizability,min_Melting point (K),min_Boiling point (K),min_Density (g/mL),min_Specific heat (J/g?K),min_Heat of fusion (kJ/mol),min_Heat of vaporization (kJ/mol),min_Thermal conductivity (W/m?K),min_Heat atomization (kJ/mol),min_Cohesive energy (eV),
Ag2NbP2S8,2.02,1,22.53846154,48.23986954,3.461538462,14.23076923,6.307692308,0.923076923,80.53846154,1.126923077,1.1,1.445384615,1.126923077,0.570769231,2.344615385,2.308461538,5.222407692,5.683076923,2.336,2.913846154,6.538461538,1.769230769,2.923076923,1.846153846,4.692307692,933.6923077,4.761538462,687.1961538,1294.965385,3.828461538,0.611538462,4.927230769,98.90907692,70.33246154,319.6923077,3.317692308,32,76.894438,2,11,3,2,41,0.6,0.32,1.66,0.6,0.98,0.98,1.58,2.3435,2.22,1.179,3.44,6,1,4,10,5,360,12.8,2423.9,4462,8.68,0.535,25.743,672.2,428.765,447,4.72,47,107.8682,5,16,7,2,88,1.6,1.34,2.76,1.6,1.29,2.58,2.65,5.8458,6.22,2.589,5.44,11,2,4,10,6,1012,15.7,2741.15,5015.15,10.5,0.77,26.4,682,429,726,7.57,15,30.973762,3,5,4,0,47,1,1.02,1.1,1,0.31,1.6,1.07,3.5023,4,1.41,2,5,1,0,0,1,652,2.9,317.25,553.15,1.82,0.235,0.657,9.8,0.235,279,2.85,
Ag2O,1.5,1,34,77.24526667,4,12.66666667,5,0.333333333,72.33333333,1.266666667,1.136666667,1.738333333,1.266666667,1.263333333,2.433333333,1.82,5.358233333,5.473333333,2.45,3.626666667,9.333333333,1.333333333,1.333333333,6.666666667,2.666666667,925.3333333,5.531,841.6833333,1686.816667,7.000476667,0.463333333,7.60753,168.1899667,286.0089133,272.3333333,2.84,39,91.8688,3,5,3,1,22,1,0.61,1.91,1,0.08,1.51,2.25,4.5181,3.1,1.74,5.44,5,1,4,10,5,583,7.107,1180.4,2395,10.49857,0.685,11.07741,247.1701,428.97326,35,0.33,47,107.8682,5,16,7,1,87,1.6,1.34,2.375,1.6,1.29,3.44,3.32,8.3703,7.54,3.61,5.44,11,2,4,10,6,1314,7.9,1235.15,2485.15,10.5,0.92,11.3,250.58,429,284,2.95,8,15.9994,2,11,4,0,65,0.6,0.73,0.465,0.6,1.21,1.93,1.07,3.8522,4.44,1.87,0,6,1,0,0,1,731,0.793,54.75,90.15,0.00143,0.235,0.22259,3.4099,0.02674,249,2.62,
Ag2P2PbO7,0,0,21.83333333,49.739977,3,14.83333333,6.333333333,0.833333333,82.16666667,0.933333333,0.948333333,1.047916667,0.933333333,1.096666667,2.843333333,2.661666667,6.746258333,6.4,2.9475,1.61,6.5,1.833333333,3,2.5,4.833333333,1116.666667,2.945916667,340.725,726.7333333,3.0041675,0.715,2.522594167,60.582275,74.49643167,261.4166667,2.760833333,74,191.2006,4,5,3,1,22,1.2,0.74,1.91,1.2,1.18,1.64,2.25,4.5181,3.64,1.756,5.44,7,1,4,10,5,598,7.107,1180.4,2395,11.39857,0.79,11.07741,247.1701,428.97326,119,1.4,82,207.2,6,16,7,1,87,1.8,1.47,2.375,1.8,1.49,3.44,3.32,8.3703,7.54,3.61,5.44,11,2,4,10,6,1314,7.9,1235.15,2485.15,11.4,0.92,11.3,250.58,429,315,3.43,8,15.9994,2,11,4,0,65,0.6,0.73,0.465,0.6,0.31,1.8,1.07,3.8522,3.9,1.854,0,4,1,0,0,1,716,0.793,54.75,90.15,0.00143,0.13,0.22259,3.4099,0.02674,196,2.03,
Ag2PdO2,0.18,1,31.2,70.83104,3.8,12.8,5.2,0.8,73.2,1.16,1.084,1.626,1.16,1.156,2.588,2.172,5.6466,5.682,2.51,3.332,8.8,1.2,1.6,6,2.8,978.8,4.4372,881.39,1712.75,6.600572,0.51,8.129036,172.99596,185.970696,288.8,3.006,39,91.8688,3,6,3,2,25,1,0.61,1.985,1,0.51,1.51,2.25,4.5823,3.1,2.02,5.78,5,2,4,10,6,583,7.107,1772.4,3323,11.99857,0.685,17.37741,353.5901,428.97326,129,1.27,47,107.8682,5,16,7,2,87,1.6,1.34,2.45,1.6,1.29,3.44,3.32,8.3703,7.54,3.61,5.78,11,2,4,10,6,1314,7.9,1827.15,3413.15,12,0.92,17.6,357,429,378,3.89,8,15.9994,2,10,4,0,62,0.6,0.73,0.465,0.6,0.78,1.93,1.07,3.788,4.44,1.59,0,6,0,0,0,0,731,0.793,54.75,90.15,0.00143,0.235,0.22259,3.4099,0.02674,249,2.62,
Ag2S,1.23,1,36.66666667,82.6008,4.333333333,12.66666667,5,0.333333333,72.66666667,1.4,1.233333333,1.95,1.4,1.003333333,2.146666667,1.596666667,4.516733333,5.033333333,2.109666667,4.293333333,9.333333333,1.333333333,1.333333333,6.666666667,2.666666667,820.6666667,6.233333333,952.0833333,1896.05,7.69,0.393333333,8.105833333,170.32,286.0896667,282.3333333,2.916666667,31,75.8022,2,5,3,1,23,0.6,0.32,1.275,0.6,0.86,0.65,1.58,1.9936,1.78,0.719,3.44,5,1,4,10,5,269,5,849.2,1767.3,8.43,0.475,9.5825,240.78,428.731,5,0.1,47,107.8682,5,16,7,1,88,1.6,1.34,2.375,1.6,1.29,2.58,2.65,5.8458,6.22,2.589,5.44,11,2,4,10,6,1000,7.9,1235.15,2485.15,10.5,0.71,11.3,250.58,429,284,2.95,16,32.066,3,11,4,0,65,1,1.02,1.1,1,0.43,1.93,1.07,3.8522,4.44,1.87,2,6,1,0,0,1,731,2.9,385.95,717.85,2.07,0.235,1.7175,9.8,0.269,279,2.85,
Ag2SnS3,1.43,1,32,71.77406667,4,14,5.666666667,0.666666667,79,1.275,1.191666667,1.655,1.275,0.76,2.26,1.995,4.9724,5.306666667,2.221833333,3.48,7.333333333,1.666666667,2.333333333,5,3.666666667,861.8333333,5.366666667,688.8833333,1611.166667,5.753333333,0.471166667,5.796916667,137.7266667,154.2345,284.5,2.931666667,34,86.644,2,5,3,1,23,0.6,0.39,1.275,0.6,0.86,0.65,1.58,1.9936,1.92,0.765,3.44,7,1,4,10,5,291,5,849.2,1825.3,8.43,0.483,9.5825,286,428.731,23,0.29,50,118.71,5,16,7,1,88,1.6,1.41,2.375,1.6,1.29,2.58,2.65,5.8458,6.22,2.589,5.44,11,2,4,10,6,1000,7.9,1235.15,2543.15,10.5,0.71,11.3,295.8,429,302,3.14,16,32.066,3,11,4,0,65,1,1.02,1.1,1,0.43,1.93,1.07,3.8522,4.3,1.824,2,4,1,0,0,1,709,2.9,385.95,717.85,2.07,0.227,1.7175,9.8,0.269,279,2.85,
Ag2SnSe3,0.84,1,41,95.22106667,4.5,14,5.666666667,0.666666667,79.5,1.35,1.261666667,1.7475,1.35,0.825,2.245,1.94,4.93,5.141666667,2.144333333,3.48,7.333333333,1.666666667,2.333333333,5,3.666666667,832.3333333,5.816666667,740.9833333,1731.316667,7.113333333,0.276166667,8.285166667,151.6766667,155.12,258.5,2.736666667,16,39.75,1,5,3,1,24,0.45,0.25,1.09,0.45,0.73,0.62,1.47,1.9088,1.59,0.61,3.44,7,1,4,10,5,232,4.1,745,1585,5.71,0.093,4.606,258.1,426.96,75,0.68,50,118.71,5,16,7,1,89,1.6,1.41,2.375,1.6,1.29,2.55,2.54,5.761,5.89,2.434,5.44,11,2,4,10,6,941,7.9,1235.15,2543.15,10.5,0.32,11.3,295.8,429,302,3.14,34,78.96,4,11,4,0,65,1.15,1.16,1.285,1.15,0.56,1.93,1.07,3.8522,4.3,1.824,2,4,1,0,0,1,709,3.8,490.15,958.15,4.79,0.227,6.694,37.7,2.04,227,2.46,
Ag2V2I4O16,2.24,1,20,45.05115333,2.916666667,14.83333333,6.666666667,1,83.25,0.879166667,0.921666667,0.974583333,0.879166667,1.314166667,3.033333333,2.9475,7.156708333,6.823333333,3.083166667,0.87,6.5,1.916666667,3.5,2.75,5.416666667,1159.166667,3.053666667,384.1333333,647.8166667,2.206786667,0.709416667,4.135726667,26.65126667,38.40099333,250.3333333,2.62,45,110.90507,3,12,4,2,50,1,0.61,1.965,1,1.38,1.81,2.25,5.1682,3.94,2.08,5.44,6,1,5,10,6,663,11.607,2108.4,3563,10.49857,0.706,20.67741,250.128,428.97326,407,4.2,53,126.90447,5,17,8,2,96,1.6,1.34,2.43,1.6,2.06,3.44,3.32,8.3703,7.54,3.61,5.44,11,2,5,10,7,1314,12.4,2163.15,3653.15,10.5,0.92,20.9,250.58,429,514,5.31,8,15.9994,2,5,4,0,46,0.6,0.73,0.465,0.6,0.68,1.63,1.07,3.2021,3.6,1.53,0,5,1,0,0,1,651,0.793,54.75,90.15,0.00143,0.214,0.22259,0.452,0.02674,107,1.11,
Ag2VI3O11,2.16,1,21.41176471,48.43439471,3,14.94117647,6.647058824,0.941176471,83.58823529,0.902941176,0.936470588,1.002941176,0.902941176,1.338235294,3.018235294,2.891764706,7.104441176,6.805882353,3.062176471,0.934117647,6.705882353,1.882352941,3.470588235,3.117647059,5.352941176,1152.411765,3.054294118,376.2147059,646.2676471,2.465631176,0.689529412,4.083558235,35.37511176,52.37300824,243.6470588,2.550588235,45,110.90507,3,12,4,2,50,1,0.61,1.965,1,1.38,1.81,2.25,5.1682,3.94,2.08,5.44,6,1,5,10,6,663,11.607,2108.4,3563,10.49857,0.706,20.67741,250.128,428.97326,407,4.2,53,126.90447,5,17,8,2,96,1.6,1.34,2.43,1.6,2.06,3.44,3.32,8.3703,7.54,3.61,5.44,11,2,5,10,7,1314,12.4,2163.15,3653.15,10.5,0.92,20.9,250.58,429,514,5.31,8,15.9994,2,5,4,0,46,0.6,0.73,0.465,0.6,0.68,1.63,1.07,3.2021,3.6,1.53,0,5,1,0,0,1,651,0.793,54.75,90.15,0.00143,0.214,0.22259,0.452,0.02674,107,1.11,
Ag2ZnSiS4,3.28,1,25.25,54.6844875,3.625,14,5.75,0.875,78.625,1.20625,1.14,1.55625,1.20625,0.68,2.21625,2.02,4.8780375,5.3725,2.20025,3.415,7.75,1.75,2.25,3.75,4,894.375,4.9,798.75,1456.125,4.8425,0.55125,10.91775,129.985,140.3845,283.375,2.91,33,79.7827,2,5,3,2,23,0.6,0.32,1.275,0.6,0.89,0.93,1.58,2.0943,1.78,0.999,3.44,8,1,4,10,5,269,5,1297.2,1910.3,8.43,0.475,48.8325,374.42,428.731,321,3.28,47,107.8682,5,16,7,2,88,1.6,1.34,2.375,1.6,1.29,2.58,2.65,5.8458,6.22,2.589,5.44,12,2,4,10,6,1000,7.9,1683.15,2628.15,10.5,0.71,50.55,384.22,429,452,4.63,14,28.0855,3,11,4,0,65,1,1.02,1.1,1,0.4,1.65,1.07,3.7515,4.44,1.59,2,4,1,0,0,1,731,2.9,385.95,717.85,2.07,0.235,1.7175,9.8,0.269,131,1.35,
Ag3AsO4,0,0,25.75,57.81547375,3.375,14,5.75,0.625,78.375,1.04375,1.0175,1.3,1.04375,1.17875,2.71625,2.345,6.276225,6.0975,2.782625,2.415,7.75,1.625,2.375,3.75,4,1049.5,3.8965,626.825,1088.275,4.654465,0.589375,7.811295,100.01745,167.13837,268.75,2.78625,39,91.8688,3,5,3,1,22,1,0.61,1.91,1,0.57,1.51,2.25,4.5181,3.1,1.74,5.44,6,1,4,10,5,583,7.107,1180.4,2395,10.49857,0.685,27.47741,247.1701,428.97326,53,0.34,47,107.8682,5,16,7,1,87,1.6,1.34,2.375,1.6,1.29,3.44,3.32,8.3703,7.54,3.61,5.44,11,2,4,10,6,1314,7.9,1235.15,2485.15,10.5,0.92,27.7,250.58,429,302,2.96,8,15.9994,2,11,4,0,65,0.6,0.73,0.465,0.6,0.72,1.93,1.07,3.8522,4.44,1.87,0,5,1,0,0,1,731,0.793,54.75,90.15,0.00143,0.235,0.22259,3.4099,0.02674,249,2.62,
Ag3AsS3,2.235,1,31.71428571,70.67488429,4,13.71428571,5.571428571,0.571428571,77.57142857,1.278571429,1.182857143,1.691428571,1.278571429,0.84,2.244285714,1.918571429,4.895142857,5.325714286,2.226857143,3.617142857,8,1.571428571,2.142857143,4.285714286,3.714285714,877.1428571,5.242857143,850.4928571,1499.878571,6.205714286,0.452142857,9.536071429,116.5571429,191.1152857,284.4285714,2.908571429,31,75.8022,2,5,3,1,23,0.6,0.32,1.275,0.6,0.86,0.65,1.58,1.9936,1.78,0.719,3.44,6,1,4,10,5,269,5,849.2,1767.3,8.43,0.475,25.9825,240.78,428.731,23,0.11,47,107.8682,5,16,7,1,88,1.6,1.34,2.375,1.6,1.29,2.58,2.65,5.8458,6.22,2.589,5.44,11,2,4,10,6,1000,7.9,1235.15,2485.15,10.5,0.71,27.7,250.58,429,302,2.96,16,32.066,3,11,4,0,65,1,1.02,1.1,1,0.43,1.93,1.07,3.8522,4.44,1.87,2,5,1,0,0,1,731,2.9,385.95,717.85,2.07,0.235,1.7175,9.8,0.269,279,2.85,
Ag3AsSe3,1.98,1,39.42857143,90.77231286,4.428571429,13.71428571,5.571428571,0.571428571,78,1.342857143,1.242857143,1.770714286,1.342857143,0.895714286,2.231428571,1.871428571,4.8588,5.184285714,2.160428571,3.617142857,8,1.571428571,2.142857143,4.285714286,3.714285714,851.8571429,5.628571429,895.15,1602.864286,7.371428571,0.285,11.66885714,128.5142857,191.8742857,262.1428571,2.741428571,14,32.94661,1,5,3,1,24,0.45,0.18,1.09,0.45,0.73,0.62,1.47,1.9088,1.45,0.564,3.44,6,1,4,10,5,216,4.1,745,1595,5.71,0.095,21.006,215.82,426.96,75,0.5,47,107.8682,5,16,7,1,89,1.6,1.34,2.375,1.6,1.29,2.55,2.54,5.761,5.89,2.434,5.44,11,2,4,10,6,947,7.9,1235.15,2485.15,10.5,0.33,27.7,250.58,429,302,2.96,33,74.92159,4,11,4,0,65,1.15,1.16,1.285,1.15,0.56,1.93,1.07,3.8522,4.44,1.87,2,5,1,0,0,1,731,3.8,490.15,890.15,4.79,0.235,6.694,34.76,2.04,227,2.46,
Ag3Ga3SiSe8,2.3,1,34.66666667,79.50260667,4.133333333,14.26666667,5.933333333,0.8,80.46666667,1.266666667,1.212666667,1.594,1.266666667,0.735333333,2.234666667,2.040666667,4.955426667,4.987333333,2.151066667,3.109333333,6.266666667,1.8,2.466666667,2,4.266666667,816.3333333,5.586666667,681.2433333,1718.483333,5.99,0.339,10.31813333,147.5773333,104.8746667,265.2,2.772666667,33,79.7827,2,5,3,1,24,0.5,0.23,1.09,0.5,0.89,0.74,1.47,1.9088,2.69,0.678,3.44,8,1,4,10,5,362,4.3,1380.2,1718,8.17,0.475,44.96,346.52,426.96,225,2.17,47,107.8682,5,16,7,1,89,1.6,1.34,2.375,1.6,1.29,2.55,2.54,5.761,5.89,2.434,5.44,11,2,4,10,6,941,8.1,1683.15,2676.15,10.5,0.71,50.55,384.22,429,452,4.63,14,28.0855,3,11,4,0,65,1.1,1.11,1.285,1.1,0.4,1.81,1.07,3.8522,3.2,1.756,2,3,1,0,0,1,579,3.8,302.95,958.15,2.33,0.235,5.59,37.7,2.04,227,2.46,
Ag3Pd,0,0,46.75,107.50615,5,10.75,4,0.5,64.25,1.55,1.325,2.39375,1.55,1.1625,1.9975,1.3225,3.83615,4.4425,1.8,5.525,10.75,0.75,0,10,0.75,749.25,7.125,1383.15,2717.15,10.875,0.23625,12.875,277.185,339.7,307.5,3.185,1,1.4482,0,1,0,2,3,0.2,0.06,0.075,0.2,0.51,0.27,1.01,0.0642,0.01,0.28,0.34,1,1,0,0,1,73,3.1,592,928,1.5,0.005,6.3,106.42,357.2,94,0.94,47,107.8682,5,11,4,2,65,1.6,1.34,2.45,1.6,1.29,2.2,2.08,3.8522,4.45,1.87,5.78,11,1,0,10,1,804,7.9,1827.15,3413.15,12,0.24,17.6,357,429,378,3.89,46,106.42,5,10,4,0,62,1.4,1.28,2.375,1.4,0.78,1.93,1.07,3.788,4.44,1.59,5.44,10,0,0,10,0,731,4.8,1235.15,2485.15,10.5,0.235,11.3,250.58,71.8,284,2.95,
Ag3RuO4,0,0,27.125,61.084025,3.5,13.125,5.5,0.75,74.875,1.0625,1.02375,1.44875,1.0625,1.19125,2.71875,2.3075,6.088075,5.9975,2.69875,2.7625,8.125,1.5,2,4.625,3.5,1019.875,4.559,813.45,1498.65,5.488215,0.577875,7.348795,170.04745,175.51337,311.375,3.25875,39,91.8688,3,8,3,2,31,1,0.61,2.14,1,0.47,1.51,2.25,4.7035,3.1,2.07,5.78,5,1,4,10,5,604,8.807,2528.4,4083,12.39857,0.685,23.77741,591.5901,428.97326,394,4.12,47,107.8682,5,16,7,2,87,1.6,1.34,2.605,1.6,1.29,3.44,3.32,8.3703,7.54,3.61,5.78,11,2,4,10,6,1314,9.6,2583.15,4173.15,12.4,0.92,24,595,429,643,6.74,8,15.9994,2,8,4,0,56,0.6,0.73,0.465,0.6,0.82,1.93,1.07,3.6668,4.44,1.54,0,6,1,0,0,1,710,0.793,54.75,90.15,0.00143,0.235,0.22259,3.4099,0.02674,249,2.62,
Ag3SbS3,2.077,1,34.28571429,77.36608571,4.142857143,13.71428571,5.571428571,0.571428571,77.71428571,1.321428571,1.211428571,1.741428571,1.321428571,0.865714286,2.225714286,1.9,4.8699,5.261428571,2.194428571,3.617142857,8,1.571428571,2.142857143,5.714285714,3.285714286,861,5.571428571,823.9214286,1690.307143,6.342857143,0.435,8.4175,122.6114286,187.4438571,278.7142857,2.878571429,35,89.694,2,5,3,1,23,0.6,0.38,1.275,0.6,0.86,0.65,1.58,1.9936,1.78,0.719,3.44,6,1,4,10,5,269,5,849.2,1767.3,8.43,0.5,18.1525,240.78,428.731,22,0.2,51,121.76,5,16,7,1,88,1.6,1.4,2.375,1.6,1.29,2.58,2.65,5.8458,6.22,2.589,5.44,11,2,4,10,6,1000,7.9,1235.15,2485.15,10.5,0.71,19.87,250.58,429,284,2.95,16,32.066,3,11,4,0,65,1,1.02,1.1,1,0.43,1.93,1.07,3.8522,4.44,1.87,2,5,1,0,0,1,731,2.9,385.95,717.85,2.07,0.21,1.7175,9.8,0.269,262,2.75,
Ag4Ba6Sn4S16,2.37,1,32.66666667,74.77769333,4.133333333,12.26666667,5.333333333,0.666666667,68.06666667,1.37,1.306666667,1.8344,1.37,0.791333333,2.072666667,2.022666667,5.137713333,4.962666667,2.049533333,2.725333333,5.6,1.866666667,2.4,2.666666667,4,825.9333333,11.56666667,637.51,1435.923333,4.178666667,0.481066667,4.909866667,106.4773333,69.90346667,262.9333333,2.712,40,105.261,3,14,5,1,79,1.15,0.96,2.302,1.15,1.06,1.69,1.58,1.9936,3.82,1.708,3.44,9,1,4,10,5,497,36.8,849.2,1825.3,8.43,0.506,9.5825,286,428.731,122,1.24,56,137.327,6,16,7,1,88,2.15,1.98,3.402,2.15,1.49,2.58,2.65,5.8458,6.22,2.589,5.44,11,2,4,10,6,1000,39.7,1235.15,2543.15,10.5,0.71,11.3,295.8,429,302,3.14,16,32.066,3,2,2,0,9,1,1.02,1.1,1,0.43,0.89,1.07,3.8522,2.4,0.881,2,2,1,0,0,1,503,2.9,385.95,717.85,2.07,0.204,1.7175,9.8,0.269,180,1.9,
Ag5IO6,1.4,1,28,63.52015583,3.5,14,5.833333333,0.583333333,78.58333333,1.083333333,1.034166667,1.354166667,1.083333333,1.314166667,2.745833333,2.335833333,6.284558333,6.183333333,2.78075,2.266666667,8.166666667,1.583333333,2.416666667,5,4,1045.583333,4.104833333,574.2416667,1118.65,4.786548333,0.57575,5.471628333,107.8426167,178.8007867,251.75,2.631666667,45,110.90507,3,6,4,1,31,1,0.61,1.91,1,0.85,1.51,2.25,4.5181,3.1,1.74,5.44,5,1,5,10,6,583,7.107,1180.4,2395,10.49857,0.706,11.07741,247.1701,428.97326,177,1.84,53,126.90447,5,17,8,1,96,1.6,1.34,2.375,1.6,2.06,3.44,3.32,8.3703,7.54,3.61,5.44,11,2,5,10,7,1314,7.9,1235.15,2485.15,10.5,0.92,11.3,250.58,429,284,2.95,8,15.9994,2,11,4,0,65,0.6,0.73,0.465,0.6,1.21,1.93,1.07,3.8522,4.44,1.87,0,6,1,0,0,1,731,0.793,54.75,90.15,0.00143,0.214,0.22259,3.4099,0.02674,107,1.11,
Ag7AsS6,1,1,32.71428571,73.02821357,4.071428571,13.42857143,5.428571429,0.5,76.21428571,1.310714286,1.192857143,1.76,1.310714286,0.880714286,2.226428571,1.832857143,4.800871429,5.264285714,2.2025,3.791428571,8.428571429,1.5,1.928571429,5,3.428571429,861.7142857,5.5,860.85,1613.807143,6.546428571,0.445357143,8.364642857,131.9728571,218.1867143,283.1428571,2.907857143,31,75.8022,2,5,3,1,23,0.6,0.32,1.275,0.6,0.86,0.65,1.58,1.9936,1.78,0.719,3.44,6,1,4,10,5,269,5,849.2,1767.3,8.43,0.475,25.9825,240.78,428.731,23,0.11,47,107.8682,5,16,7,1,88,1.6,1.34,2.375,1.6,1.29,2.58,2.65,5.8458,6.22,2.589,5.44,11,2,4,10,6,1000,7.9,1235.15,2485.15,10.5,0.71,27.7,250.58,429,302,2.96,16,32.066,3,11,4,0,65,1,1.02,1.1,1,0.43,1.93,1.07,3.8522,4.44,1.87,2,5,1,0,0,1,731,2.9,385.95,717.85,2.07,0.235,1.7175,9.8,0.269,279,2.85,
Ag7AsSe6,1,1,40.42857143,93.12564214,4.5,13.42857143,5.428571429,0.5,76.64285714,1.375,1.252857143,1.839285714,1.375,0.936428571,2.213571429,1.785714286,4.764528571,5.122857143,2.136071429,3.791428571,8.428571429,1.5,1.928571429,5,3.428571429,836.4285714,5.885714286,905.5071429,1716.792857,7.712142857,0.278214286,10.49742857,143.93,218.9457143,260.8571429,2.740714286,14,32.94661,1,5,3,1,24,0.45,0.18,1.09,0.45,0.73,0.62,1.47,1.9088,1.45,0.564,3.44,6,1,4,10,5,216,4.1,745,1595,5.71,0.095,21.006,215.82,426.96,75,0.5,47,107.8682,5,16,7,1,89,1.6,1.34,2.375,1.6,1.29,2.55,2.54,5.761,5.89,2.434,5.44,11,2,4,10,6,947,7.9,1235.15,2485.15,10.5,0.33,27.7,250.58,429,302,2.96,33,74.92159,4,11,4,0,65,1.15,1.16,1.285,1.15,0.56,1.93,1.07,3.8522,4.44,1.87,2,5,1,0,0,1,731,3.8,490.15,890.15,4.79,0.235,6.694,34.76,2.04,227,2.46,
Ag7NO11,0,0,22.31578947,49.74092316,3.105263158,14.10526316,5.894736842,0.631578947,78.63157895,0.971052632,0.955789474,1.172631579,0.971052632,1.191578947,2.862631579,2.466315789,6.627478947,6.385263158,2.940315789,2.162105263,7.789473684,1.631578947,2.473684211,3.684210526,4.105263158,1103.842105,3.427526316,490.0815789,971.8447368,3.869314737,0.673947368,4.310994211,94.44008947,158.06948,273.6842105,2.862631579,40,93.86146,3,5,3,1,22,1,0.61,1.91,1,0.99,1.51,2.25,4.5181,3.1,1.74,5.44,6,1,4,10,5,671,7.107,1180.4,2407.8,10.49875,0.805,11.07741,247.7872,428.97402,224,2.3,47,107.8682,5,16,7,1,87,1.6,1.34,2.375,1.6,1.29,3.44,3.32,8.3703,7.54,3.61,5.44,11,2,4,10,6,1402,7.9,1235.15,2485.15,10.5,1.04,11.3,250.58,429,473,4.92,7,14.00674,2,11,4,0,65,0.6,0.73,0.465,0.6,0.3,1.93,1.07,3.8522,4.44,1.87,0,5,1,0,0,1,731,0.793,54.75,77.35,0.00125,0.235,0.22259,2.7928,0.02598,249,2.62,
Ag7S2I2,0,0,42.45454545,97.54712182,4.636363636,13,5.272727273,0.363636364,74.81818182,1.454545455,1.28,1.999545455,1.454545455,1.273636364,2.180909091,1.664545455,4.5928,5.185454545,2.089636364,3.825454545,9.363636364,1.363636364,1.636363636,8.181818182,3,830.2727273,6.463636364,926.4772727,1795.095455,7.954545455,0.317545455,8.925727273,165.0149091,273.1305455,250.9090909,2.597272727,37,94.83847,2,6,4,1,31,0.6,0.32,1.275,0.6,1.63,0.73,1.69,2.0797,2.32,0.719,5.44,5,1,5,10,6,277,5,849.2,2028,8.43,0.496,9.5825,240.78,428.731,177,1.84,53,126.90447,5,17,8,1,96,1.6,1.34,2.375,1.6,2.06,2.66,2.76,5.9319,6.76,2.589,5.44,11,2,5,10,7,1008,7.9,1235.15,2485.15,10.5,0.71,11.3,250.58,429,284,2.95,16,32.066,3,11,4,0,65,1,1.02,1.1,1,0.43,1.93,1.07,3.8522,4.44,1.87,0,6,1,0,0,1,731,2.9,385.95,457.15,2.07,0.214,1.7175,9.8,0.269,107,1.11,
